"","ESTU_GENERO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_TIENEINTERNET","FAMI_NUMLIBROS","ESTU_DEDICACIONINTERNET","ESTU_DEDICACIONLECTURADIARIA","COLE_NATURALEZA","COLE_GENERO","COLE_AREA_UBICACION","PUNT_LECTURA_CRITICA","PUNT_MATEMATICAS","PUNT_C_NATURALES","PUNT_INGLES","PUNT_GLOBAL"
"2779","F","Estrato 5","5 a 6","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",57,51,54,54,261
"2780","F","Estrato 5","3 a 4","Tres",NA,"MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",69,70,68,75,338
"2781","F","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",71,70,65,76,352
"2782","M","Estrato 5","1 a 2","Dos","Si","MÁS DE 100 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",67,66,69,61,332
"2783","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",80,73,72,100,382
"2784","F","Estrato 5","5 a 6","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,67,60,81,315
"2785","M","Estrato 5","5 a 6","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",76,83,76,88,394
"2786","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",74,83,72,80,382
"2787","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","RURAL",68,61,61,84,332
"2788","M","Estrato 5","5 a 6","Cinco","Si","MÁS DE 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",63,68,49,70,303
"2789","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",65,64,63,82,323
"2790","F","Estrato 5","5 a 6","Cinco","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Más de 2 horas","NO OFICIAL","MIXTO","RURAL",64,63,66,79,320
"2791","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",73,85,100,83,420
"2792","M","Estrato 5","5 a 6","Cuatro","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",57,68,60,73,313
"2793","F","Estrato 5","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",76,72,73,81,363
"2794","F","Estrato 5","1 a 2","Uno","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",63,73,69,73,344
"2795","F","Estrato 5","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",63,58,53,82,305
"2796","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",77,79,74,86,382
"2797","M","Estrato 5","3 a 4","Cuatro","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",72,74,76,72,370
"2798","F","Estrato 5","5 a 6","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",65,58,62,74,322
"2799","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,59,59,60,305
"2800","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",66,69,62,84,336
"2801","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",81,76,77,90,388
"2802","M","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",69,74,64,66,340
"2803","M","Estrato 5","3 a 4","Dos","Si","26 A 100 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",67,75,68,80,361
"2804","M","Estrato 5","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",70,71,64,68,330
"2805","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",80,78,78,91,387
"2806","M","Estrato 5","3 a 4","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MASCULINO","URBANO",71,72,71,85,357
"2807","F","Estrato 5","5 a 6","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",58,65,65,59,315
"2808","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",67,69,62,85,329
"2809","F","Estrato 5","1 a 2","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",65,69,61,83,343
"2810","F","Estrato 5","5 a 6","Tres","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",63,54,60,80,308
"2811","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","RURAL",72,74,68,78,355
"2812","F","Estrato 5","3 a 4","Uno","Si","0 A 10 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",43,46,48,47,220
"2813","F","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",71,77,74,85,380
"2814","M","Estrato 5","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",80,69,72,85,367
"2815","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",74,68,67,83,361
"2816","M","Estrato 5","3 a 4","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",69,55,60,73,308
"2817","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",67,72,68,84,346
"2818","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",60,62,59,82,315
"2819","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",82,75,75,88,386
"2820","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",65,72,67,71,343
"2821","F","Estrato 5","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",43,29,47,51,198
"2822","M","Estrato 5","7 a 8","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",65,77,69,62,339
"2823","M","Estrato 5","3 a 4","Tres","No","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",59,54,53,67,289
"2824","M","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",75,79,69,84,373
"2825","F","Estrato 5","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","FEMENINO","URBANO",65,76,69,86,341
"2826","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",60,71,69,86,343
"2827","M","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MASCULINO","URBANO",69,63,68,84,348
"2828","M","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",52,49,54,68,266
"2829","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",70,84,69,83,367
"2830","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",81,81,74,89,388
"2831","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",76,71,67,85,371
"2832","M","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",59,63,62,80,303
"2833","M","Estrato 5","5 a 6","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",65,71,68,79,345
"2834","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",67,70,68,81,340
"2835","M","Estrato 5","7 a 8","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",73,75,74,85,366
"2836","F","Estrato 5","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",66,70,67,68,338
"2837","M","Estrato 5","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",74,75,69,82,366
"2838","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",66,71,64,78,335
"2839","F","Estrato 5","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",73,76,79,100,389
"2840","F","Estrato 5","3 a 4","Tres","Si","0 A 10 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","FEMENINO","RURAL",56,62,54,71,290
"2841","M","Estrato 5","3 a 4","Tres","Si","0 A 10 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",75,77,70,79,402
"2842","F","Estrato 5","1 a 2","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",48,35,50,77,229
"2843","M","Estrato 5","5 a 6","Dos","Si","0 A 10 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",51,54,42,50,247
"2844","F","Estrato 5","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",63,63,63,87,321
"2845","F","Estrato 5","5 a 6","Cinco","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",80,72,76,84,383
"2846","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",49,70,64,83,316
"2847","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",50,44,51,56,243
"2848","M","Estrato 5","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",59,63,64,57,306
"2849","F","Estrato 5","5 a 6","Seis o mas","Si","MÁS DE 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","RURAL",57,46,53,60,271
"2850","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",81,78,77,84,397
"2851","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",65,69,67,69,340
"2852","F","Estrato 5","5 a 6","Cuatro","Si","11 A 25 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",54,60,55,84,286
"2853","F","Estrato 5","1 a 2","Dos","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",73,70,69,82,360
"2854","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",72,73,80,74,376
"2855","F","Estrato 5","3 a 4","Tres","Si","11 A 25 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",60,47,52,51,270
"2856","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",79,78,100,81,415
"2857","F","Estrato 5","5 a 6","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",61,60,57,76,308
"2858","M","Estrato 5","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",74,77,73,82,381
"2859","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",70,74,76,78,376
"2860","M","Estrato 5",NA,"Dos","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MASCULINO","URBANO",69,81,75,85,380
"2861","M","Estrato 5","5 a 6","Tres","Si","26 A 100 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",65,73,66,61,330
"2862","F","Estrato 5","3 a 4","Dos","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",77,75,73,83,382
"2863","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",71,73,74,76,364
"2864","M","Estrato 5","3 a 4","Dos","Si","0 A 10 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",67,68,66,62,334
"2865","M","Estrato 5","3 a 4","Uno","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",74,74,68,85,358
"2866","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","RURAL",77,64,72,85,366
"2867","F","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",74,78,77,87,387
"2868","M","Estrato 5","1 a 2","Dos","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",76,79,67,89,376
"2869","M","Estrato 5","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MASCULINO","URBANO",70,65,68,81,347
"2870","F","Estrato 5","1 a 2","Uno","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",67,68,72,71,341
"2871","F","Estrato 5","1 a 2","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",63,41,25,68,238
"2872","F","Estrato 5","3 a 4","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",56,54,65,66,290
"2873","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",81,83,78,91,407
"2874","M","Estrato 5","3 a 4","Tres",NA,NA,NA,NA,"NO OFICIAL","MIXTO","RURAL",79,81,73,83,388
"2875","M","Estrato 5","3 a 4","Tres","Si","0 A 10 LIBROS","No Navega Internet","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",47,38,34,58,194
"2876","F","Estrato 5","3 a 4","Tres","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",70,55,63,72,322
"2877","M","Estrato 5","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",65,64,69,78,335
"2878","M","Estrato 5","5 a 6","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",69,60,59,82,312
"2879","M","Estrato 5","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",70,71,72,81,353
"2880","M","Estrato 5","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",75,80,65,80,361
"2881","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","30 minutos o menos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",71,81,100,78,408
"2882","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",63,60,65,55,310
"2883","M","Estrato 5","1 a 2","Dos","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",61,41,60,73,290
"2884","M","Estrato 5","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",78,76,72,87,390
"2885","F","Estrato 5","3 a 4","Cuatro","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",70,69,62,77,334
"2886","M","Estrato 5","3 a 4","Dos","Si","11 A 25 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",72,77,75,84,375
"2887","M","Estrato 5","1 a 2","Dos","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",73,79,73,86,377
"2888","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MASCULINO","URBANO",74,67,78,84,376
"2889","M","Estrato 5","5 a 6","Cuatro","Si","11 A 25 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",65,59,65,83,316
"2890","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","RURAL",72,68,66,87,347
"2891","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",59,69,70,76,341
"2892","F","Estrato 5","3 a 4","Dos","Si","MÁS DE 100 LIBROS","30 minutos o menos","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",69,78,78,81,376
"2893","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Más de 3 horas","Más de 2 horas","NO OFICIAL","MIXTO","URBANO",50,60,48,61,255
"2894","F","Estrato 5","3 a 4","Uno","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",64,69,66,75,330
"2895","F","Estrato 5","1 a 2","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",58,59,59,74,302
"2896","F","Estrato 5","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",67,63,56,70,315
"2897","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","FEMENINO","URBANO",60,60,61,63,294
"2898","M","Estrato 5","3 a 4","Tres","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",71,69,69,87,354
"2899","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",57,65,56,68,295
"2900","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",64,67,63,83,330
"2901","F","Estrato 5","3 a 4","Cinco","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",78,75,75,83,377
"2902","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",71,76,100,100,408
"2903","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",79,72,63,85,368
"2904","M","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MASCULINO","URBANO",58,66,61,79,312
"2905","M","Estrato 5","5 a 6","Tres","Si","11 A 25 LIBROS","Más de 3 horas","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",47,51,49,65,243
"2906","M","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","MASCULINO","URBANO",70,73,74,70,363
"2907","M","Estrato 5","5 a 6","Cinco","Si","0 A 10 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",42,45,34,52,209
"2908","M","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",74,71,68,85,368
"2909","F","Estrato 5","1 a 2","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",76,80,70,86,379
"2910","M","Estrato 5",NA,"Dos","Si","11 A 25 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","RURAL",67,46,59,73,303
"2911","M","Estrato 5","3 a 4","Uno","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",82,79,76,89,403
"2912","F","Estrato 5","5 a 6","Cuatro","Si","26 A 100 LIBROS","Entre 1 y 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",78,80,72,83,382
"2913","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","30 minutos o menos","NO OFICIAL","MIXTO","URBANO",61,46,57,75,278
"2914","M","Estrato 5","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",72,63,70,84,351
"2915","M","Estrato 5","1 a 2","Dos","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","RURAL",72,72,70,84,357
"2916","M","Estrato 5","5 a 6","Cinco","Si","26 A 100 LIBROS","Más de 3 horas","Entre 1 y 2 horas","NO OFICIAL","MIXTO","URBANO",62,61,67,65,330
"2917","M","Estrato 5","3 a 4","Dos","Si","0 A 10 LIBROS","Entre 30 y 60 minutos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",64,71,68,82,342
"2918","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","FEMENINO","URBANO",76,67,70,83,357
"2919","M","Estrato 5","5 a 6","Tres","Si","26 A 100 LIBROS","Más de 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MASCULINO","URBANO",61,71,69,86,334
"2920","F","Estrato 5","3 a 4","Tres","Si","26 A 100 LIBROS","30 minutos o menos","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",64,61,61,61,314
"2921","F","Estrato 5","3 a 4","Tres","Si","MÁS DE 100 LIBROS","Entre 1 y 3 horas","Entre 1 y 2 horas","NO OFICIAL","FEMENINO","URBANO",75,100,74,86,436
"2922","M","Estrato 5","3 a 4","Dos","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","RURAL",76,79,77,78,380
"2923","F","Estrato 5","5 a 6","Cuatro","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","30 minutos o menos","NO OFICIAL","FEMENINO","URBANO",74,75,68,79,377
"2924","F","Estrato 5","5 a 6","Cinco","Si","26 A 100 LIBROS","Entre 1 y 3 horas","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",62,68,64,77,322
"2925","M","Estrato 5","3 a 4","Tres","Si","11 A 25 LIBROS","30 minutos o menos","No leo por entretenimiento","NO OFICIAL","MIXTO","URBANO",56,54,48,47,256
"2926","M","Estrato 5","3 a 4","Dos","Si","MÁS DE 100 LIBROS","Entre 30 y 60 minutos","Entre 30 y 60 minutos","NO OFICIAL","MIXTO","URBANO",62,49,60,82,305
